Comment,Forum
仲有果個以為係明星嘅花柳肛呢？點解會係現場?,Discuss
"黃畜 撚雀亭 本來就是一個笑話,
畜牲曱甴一隻,
同畜牲講錯對？
晒氣！",Discuss
係lo，黃畜真係無腦,Discuss
"條友唔係講,比人打,我去叫齊Ｄ兄弟幫手(一齊比人打)結果願望成真了",Discuss
毒果轉貼員，成日轉毒果假新聞，可恥,Discuss
"""有曬片都要用相""
+1
當日早段時無乜大台記者, 只得啲網媒, 同好似有乜9城大記者. 但片斷就一截截.
另外,佢地成日吹兩名軍警走人, 但走之前做過乜, 又無片睇.",Discuss
‘任職NGO的鄭先生7.21當日「速遞」新頭盔給做記者的弟弟，並將舊頭盔帶走。’做記者弟弟有預謀和你唱。‘記者弟弟’出外工作忘記帶新頭盔，又要事發時要他去危險地方。一切是天意滅曱甴。,Discuss
其實樓主post右面中間幅相已說明一切兼好L笑，佢地話白衣人打佢地，大家隔咗個玻璃欄杆，你班柒頭曱甴唔行埋去個隔欄杆位白衣人會打倒你?即係代表你班曱甴自己都係走埋去想打人，不過黄屍L智障諗唔倒，根本成件事互相毆鬥，晤夠打一方話自己可憐無辜被打,Discuss
荒謬得過你班撚樣,Discuss
"我唔係元朗鄉黑都睇唔過眼,政總係金鐘,禮賓府係中環!你政治訴求多次走入元朗上街做乜撚野? 同去北角被福建幫打根本一撚樣,先撩者賤!",Discuss
"又係毒果文宣,算把啦",Discuss
夜晚晚 又唔係住元朗 但又去元朗為咩？ 一百隻曱甴隻隻都話探親友..但夜晚晚探親友，除非d親友全部都係鬼啦,Discuss
真相早就有啦，黑衣入元朗挑機敗北，跟住倒打一耙,Discuss
林卓廷其實是暴徒的公公，所以只要有暴徒，便有佢條kai 弟.,Discuss
真相就係林卓廷帶黑衣人入元朗搞事！,Discuss
據聞7.14黑衣人爭地盤敗走元朗 翌日連登文宣7.21出征光復元朗旗號 721林公公帶領黑衣人群浩浩蕩蕩出征元朗 元朗站偶遇白衣鄉民 林公公口出狂言挑釁白衣鄉民 結果造成元朗站內騷亂 歸根究柢刀是林公公始作俑者🤔,Discuss
我淨係見到一班人平時人多就私了人，殺人燒人都做得出，一唔夠人打就扮可憐話人恐襲，一班欺善怕惡既廢柴,Discuss
曱甴搞事，屈元朗白衣人,Discuss
"算罷啦,永遠只識cut頭cut尾!",Discuss
毒果嗰D叫真相？肥尾國總統係中國特工可信性會高D囉！,Discuss
見證到三白眼直播,Discuss
你班仆街曱甴唔入去元朗搅事咪冇野lor,Discuss
"事實就係仆街黑衣曱甴入元朗挑機
唔夠人打搵普通市民做肉盾
要改歷史係你班黑曱甴，黑撚樣",Discuss
唔係住元朗，入元朗做咩？,Discuss
打得精彩。最好做海報。標題是我講大話，今有豬咀。好看嗎？,Discuss
成班曱甴暴徒目無法紀，吹雞入元朗恐怖襲擊村民，村民無可奈何之下唯有自衞反抗，俾班畜牲曱甴打到頭破血流，曱甴人渣仲出嚟講風涼話,Discuss
"真·歷史永遠記住721只係一班暴徒玩完影響其他人嘅自私暴動，之後由另一班一直被暴徒精神或直接傷害嘅人起身反抗，用和暴徒一樣錯誤的暴力想去表達意見，可惜暴徒最厲害是資訊戰（嘴炮拍片演員洗腦）。
到1年後的時間，也時有暴徒不分日夜在該區演員拍片做証具比自己人信，可謂洗腦流最高奧妙之處。
以上節錄神之百科全書",Discuss
街坊要搭地鐵，的士返屋企，721後才知道元朗咁大🤣🤣🤣,Discuss
毒果作文  貼來把撚,Discuss
「先撩者賤，打死無怨」,Discuss
我不在現場，但有睇林卓廷FB直播，只見到黄絲曱甴挑釁別人而已，尤其是林卓廷的犯法行為直頭令香港人感覺羞恥,Discuss
7.21真相: 包括黑衣人設陷阱屈白衣人、立法會議員林卓廷帶隊鬧事等,Discuss
歷史不容竄改，兩批黑社會互相群毆， 一批攞遮一批攞藤條，其中一批黑色衫唔够打畀人打到跪地求饒，跟住到住喊苦喊忽話差人唔嚟救佢哋，佢哋俾人恐襲,Discuss
真香港人一世都唔會忘記721警黑聯手惡行,Discuss
三白眼經常入去元朗叫g,Discuss
仆街毒果看圖作文，斬頭斬尾淨係講中間,Discuss
真係好迷，曱甴今日又打左次飛機，已經成為歷史，乜9都係歷史，咁鍾意歷史教育局快啲取消通識開番中史啦,Discuss
"條友帶班人入元朗晒馬, 當時班㣭L話得元朗, 得天下. 要攻打元朗, 笑L死人.
班原往民(即由明,清己定居元朗班人)會點睇?? 請真句, 只要佢地吾犯法, 平時班差佬都吾敢搞佢地, 圍村佬吹雞, 隨時有幾百人出黎, 姓林條儍L入去搞人, 村都未入就有人招呼佢, 係警方嘅角度, 只係有2幫人打鬥, 但毒果只會報黑衣被打,  制做予盾, 要香港做成内部分列, 這是毒果成立目的, 亦即是老尾要係香港搞嘅颜色革命.",Discuss
有Jimmy要支持,LIHKG
31台,LIHKG
係屋嘅開嚟睇呀,LIHKG
變色龍,LIHKG
屌你 歪理,LIHKG
冇人睇？,LIHKG
竟然冇人睇,LIHKG
唔post link叫人點睇,LIHKG
屌你1號扮曬嘢,LIHKG
因為睇緊32台 梳,LIHKG
"1號侯選人 - 建制派
支持獨立調查 (即係反林鄭?)
支持改革警隊 (即係反林大總統?)
唔好再假D?",LIHKG
"擺撚到明建制
收皮啦",LIHKG
31台,LIHKG
佢就嚟連自己講咩都唔知,LIHKG
"用晒D時間, 陰公
講野無point",LIHKG
Jimmy好撚正,LIHKG
"講到1999
仲以為自己好有point
傻鳩",LIHKG
真係建制變色龍黎,LIHKG
1號成日係老人邨派禮物,LIHKG
Jimmy講野真係幾有point又反應快,LIHKG
今次投票係 良知同暴政之間嘅表決,LIHKG
"忽然又反五大訴求
又忽然認自己建制
柒頭",LIHKG
建制扮黃被人寸到反駁唔到,LIHKG
"禮物照攞
票就",LIHKG
"藍又唔夠人藍
扮黃你又唔夠真黃鬥
返去食屎啦佢",LIHKG
佢真係變色龍嚟,LIHKG
"變到成隻綠色咁囉, 唔藍唔黃
你叫d廢老點認得你呀",LIHKG
"其他選區大家小心d
睇真d啦
好多獨立扮黃",LIHKG
掌心雷 唔洗認,LIHKG
一陣中西區,LIHKG
"呢區邊個係黃
2個黃？？",LIHKG
"唔知
但覺得2號個樣唔似黃
畀我揀都揀1號",LIHKG
"2號個樣奸奸地
但1號講野唔係好得",LIHKG
有中西區民主派發現，循中西區堅摩參選、沒有填報政治聯繫的林雪迎，其提名表格有可疑，《蘋果》翻查後發現，其多位提名人的簽名字迹及風格相近，甚至與中西區寶翠的另一名𠝹票黨馮敬彥的提名人字迹亦相近；林雪迎的對手、民主派黃健菁稱將以「有人涉嫌在選舉文件上作虛假陳述」向廉署舉報。,LIHKG
最撚憎藍扮黃,LIHKG
哇,LIHKG
唔怪得知個樣咁衰,LIHKG
馮敬彥屌你老母扮黃,LIHKG
仲話人歧視後生仔,LIHKG
建議大家一齊fc埋,LIHKG
"哇
最憎藍扮黃",LIHKG
"馮敬彥 講d野真係無乜point, 我都唔知你可以為個社區做到d乜",LIHKG
哇 呢條友咁撚串,LIHKG
淨係識屌鳩人歧視後生仔,LIHKG
Hi馮生,LIHKG
"1號講罰有啲甩咳
但有準備",LIHKG
條變色龍都幾好戲,LIHKG
俾人篤爆,LIHKG
"哇
好垃圾",LIHKG
"有晒fb相, 扮黃之餘仲係超紅",LIHKG
"1號口才麻麻
但有做功課",LIHKG
七情上面咁,LIHKG
馮生好撚好戲,LIHKG
佢背後d人起底起得好透,LIHKG
參與活動唔等於立場,LIHKG
屌你老母 咁撚樣都講得出,LIHKG
假到仆街收皮啦,LIHKG
含撚啦馮敬彥,LIHKG
轉中立,LIHKG
又屈鳩人收成期,LIHKG
"唔入過唔知幾黑暗
佢講野似十年前果班呃人去種金咁",LIHKG
佢個樣好世界仔,LIHKG
"呢個真係笑撚死
唔死過唔知死字點寫",LIHKG
抹黑連登？？？我屌你老母,LIHKG
"2秒都唔識用, ON99",LIHKG
個個仆街又幾好口材,LIHKG
"後生呢代唔會中你計 班藍屍唔會投你
摺埋啦",LIHKG
"七情上面咁
懶好戲咁
又串鳩人老",LIHKG
"寶翠區街坊一定要將呢條變色龍D相貼街招做文宣
肯定有後生仔少睇新聞俾佢用後生同路人呢招黎昆左",LIHKG
On9一味屌人地老,LIHKG
"重點, 踢走保皇黨, 我投1號",LIHKG
係殺人琼後面 又話建制派配票機器,LIHKG
講乜鳩叫雞做鴨,LIHKG
"佢成隻小學雞咁, 點投得落呀",LIHKG
"我都呆左
做乜自爆",LIHKG
見到條粉腸都想打獲佢，林鄭feel仲好意思話自己後生，咁後生讀咁多書都學人做藍絲狗賴共狗知唔知醜,LIHKG
個嘴臉,LIHKG
"馮生
不過民主黨嗰個口才好弱",LIHKG
好熱鬧！,LIHKG
"講野1999
但有做足功課",LIHKG
下場係保民聯藍絲林,LIHKG
"屌佢老母扮黃
全世界真係要睇清楚邊班仆街係假獨立",LIHKG
明明有好多point可以博柒佢不過條友啲語言偽術係好既。,LIHKG
"主要對手係
無出席ge建制派 葉永成",LIHKG
工聯會唔敢嚟呀？？,LIHKG
東區和富,LIHKG
"2月 共狗啲friend
10月 me係黃絲",LIHKG
藍絲林,LIHKG
"藍屍林
屌笑撚死
唔洗睇都知投邊個",LIHKG
曱甴藥......,LIHKG
巴打好波,LIHKG
藍到出面,LIHKG
但建制會投 郭偉強 (無出席),LIHKG
良知,LIHKG
"屌你老母 藍c林
睇個名都知",LIHKG
2號d口才同內容真係無乜.....,LIHKG
"對比起Jimmy
即刻",LIHKG
Jimmy太勁了,LIHKG
保民聯先係建制嘅希望,LIHKG
1號係劉江華嘅公民力量你覺得呢,LIHKG
保民聯一睇知冇良知啊,LIHKG
佳洋個feel幾和善,LIHKG
東區和富1號 有冇人cut佢條片出黎,LIHKG
"呢區藍絲參選人
真係高汁",LIHKG
比防曱食,LIHKG
有冇梁凱晴bb,LIHKG
藍到震,LIHKG
條傻鳩個頭崩左一忽,LIHKG
D藍好鍾意講 同年青人同行,LIHKG
問咗郭偉強未?,LIHKG
屌 原來係保民聯,LIHKG
青年人(港豬丶藍絲),LIHKG
"呢個好藍
廢老一定最鍾意投",LIHKG
要呃觀眾，先呃埋自己,LIHKG
2號明知佢係保民聯唔知咩感受,LIHKG
救命 3號個樣 完全係會搖下搖咁舉住蘭花指,LIHKG
"咁激動
喺度搏表現",LIHKG
好撚多假獨立真親共,LIHKG
上一節白色衫個個,LIHKG
啱啱睇左少少，我都覺得好好笑,LIHKG
"3號傻仔咗啦, 引火自焚
唔譴責黑警射人, 亂移動傷者",LIHKG
"咩呀 藍架
有名你叫藍絲林
唔好洗白",LIHKG
"有個藍色衫拍手wo, 你係咪支持?",LIHKG
究竟佢介唔介到郭偉強票,LIHKG
荷蘭叻,LIHKG
咪鳩up話黃，條友送曱甴藥,LIHKG
3號一定冧死班廢老,LIHKG
2號終於醒,LIHKG
死廢老,LIHKG
東區條撚屌個樣好乞人憎,LIHKG
好好笑wo,LIHKG
何妖二世咁款,LIHKG
Un下un下咁,LIHKG
藍絲拿拿臨投3號,LIHKG
"民主派嗰位要加油wor
保民聯仲prep得好過你
口才都要練習下",LIHKG
臨尾反將一軍,LIHKG
聽日繼續睇,LIHKG
"記得post link, thanks",LIHKG
同樣時間等你開post,LIHKG
"用番呢個都ok啦
環保po",LIHKG
"好
聽日會記得",LIHKG
對住啲奶共狗只可以9up佢哋勁，佢哋欺善怕惡，要大聲咁鬧佢，仲要學返佢咁串人，佢屌火燒廢老，你屌返佢點解唔講藍絲廢老福建幫721斬靚仔，點解你唔譴責佢？,LIHKG
唔撚洗睇啦 總之投建制對面,LIHKG
垃圾保皇黨只可以靠語言偽術辯駁，唯一可以駁番佢轉頭就係比佢氣勢強，大聲講嘢，唔係俾人食住，佢噏乜嘢你就以其人之道還其人之身！,LIHKG
係囉,LIHKG
佢屙啲尿咪黃,LIHKG
聽日入番嚟啦,LIHKG
支持Jimmy,LIHKG
保民聯真係仆街黎,LIHKG
藍絲髮型我認得,LIHKG
"和勇不割席！
要建制派血債票償！
不過睇清楚邊個系真有勝算，千祈唔好比建制派漁人得利！",LIHKG
print出黎周街貼得唔得,LIHKG
"一定要啦 唔係其他人點知
一定要俾啲公公婆婆知",LIHKG
2號提中大,LIHKG
做咩3個民主派,LIHKG
講野成個藍屍咁,LIHKG
"2,3 號是但一個係plan B",LIHKG
林樂儀 專業動力 即係方國珊 唔係民主派,LIHKG
經一號橋由吐露港公路向南行去馬場得唔得?公路好多車做掩護,LIHKG
"屌你老母
藍點會多過黃",LIHKG
范國威成頭問號問號,LIHKG
兩個獨立民主派？？,LIHKG
邊個係Plan B,LIHKG
然後中間個個又係唔知點咁,LIHKG
2號up乜鳩,LIHKG
"屌你老母
2號扮乜鳩獨立
民賤聯嚟",LIHKG
"4號好氣定神閒
幾靚仔",LIHKG
2號做好d功課好wor,LIHKG
"都唔知佢up乜鳩
冇啦啦又講公司又乜",LIHKG
"人地問佢五大訴求係乜
無啦啦講乜大陸",LIHKG
1號似嚟界票,LIHKG
主持甩場,LIHKG
5號係咪連登仔,LIHKG
正乜能量,LIHKG
兜唔到了,LIHKG
原來有大學區呢樣野,LIHKG
3號成個李柱銘咁,LIHKG
1號隻界票條友唔敢上黎,LIHKG
"btw,咁少時間仲要分幾part,不紅直接自由辯論好過啦",LIHKG
3號個樣咁衰,LIHKG
"屌你老母
5號食屎",LIHKG
3號係咪嚟搞笑？,LIHKG
"推
一齊睇",LIHKG
"中庸=藍
食屎",LIHKG
一個區有五個人,LIHKG
有冇plan B,LIHKG
"屌你老母
5號食屎啦",LIHKG
3號嚟jm9呀,LIHKG
3號係康樂組組長？,LIHKG
韓國魚式支票,LIHKG
摩天輪,LIHKG
要宣傳下 人地當選唔到 禮物會更豐富 個概念俾長者,LIHKG
"哇屌
22歲奶共？",LIHKG
呢區發生咩事,LIHKG
點呀，變個先係真？,LIHKG
"呢區2件都有黑歷史
到底邊個先係
3號好鬼
周同學唔死都講得出",LIHKG
屌鳩佢老母啦,LIHKG
"3號講嘅野真係接受唔到
但何梓聰老豆係黑警 老母又係何妖支持者",LIHKG
大把人老豆老母都藍，仔女黃,LIHKG
"屌你老母林琳
食屎啦
樣都衰過人",LIHKG
"屌你老母臭閪
林琳死全家啦柒頭",LIHKG
"睇咗好幾集
發覺真係有樣睇",LIHKG
呢件八婆真係好柒,LIHKG
"臭閪仲咁大枝野
你老母",LIHKG
"屌你老母臭閪
食屎啦",LIHKG
仲講差館 屌你老母臭閪,LIHKG
"好多？
十個呀？？",LIHKG
豬西扮可憐,LIHKG
"係呀唔會比人打呀
比人拉嘛",LIHKG
好撚柒呀屌你老母,LIHKG
八婆聲扮喊,LIHKG
"仲要哼
都唔知哼乜鳩 根本駁唔到",LIHKG
"區選一向係保皇黨玩晒 佢班選民WALKING DEAD黎 相信送唔送中都係鐵票
要贏就要靠果40萬新登記選民同舊底選民超高投票率",LIHKG
不分化，不割蓆，不指責,LIHKG
"平時得個40%唔夠選票
梗係輸",LIHKG
